,drug,SE
0,346,SE543
0,370,SE543
0,392,SE543
0,406,SE543
0,411,SE543
0,415,SE543
0,416,SE543
0,420,SE543
0,469,SE543
0,498,SE543
0,517,SE543
0,522,SE543
0,537,SE543
0,564,SE543
0,578,SE543
0,597,SE543
0,599,SE543
0,600,SE543
0,613,SE543
0,615,SE543
0,618,SE543
0,622,SE543
0,641,SE543
0,650,SE543
0,666,SE543
0,675,SE543
0,680,SE543
0,687,SE543
0,707,SE543
0,713,SE543
0,722,SE543
0,724,SE543
0,762,SE543
0,767,SE543
0,781,SE543
0,782,SE543
0,792,SE543
0,803,SE543
0,807,SE543
0,821,SE543
0,826,SE543
0,4,SE544
0,12,SE544
0,13,SE544
0,17,SE544
0,22,SE544
0,33,SE544
0,35,SE544
0,40,SE544
0,41,SE544
0,56,SE544
0,60,SE544
0,75,SE544
0,76,SE544
0,83,SE544
0,84,SE544
0,86,SE544
0,88,SE544
0,129,SE544
0,131,SE544
0,137,SE544
0,138,SE544
0,157,SE544
0,159,SE544
0,160,SE544
0,183,SE544
0,184,SE544
0,191,SE544
0,202,SE544
0,215,SE544
0,227,SE544
0,236,SE544
0,249,SE544
0,257,SE544
0,259,SE544
0,261,SE544
0,278,SE544
0,296,SE544
0,303,SE544
0,317,SE544
0,320,SE544
0,327,SE544
0,345,SE544
0,356,SE544
0,357,SE544
0,365,SE544
0,370,SE544
0,377,SE544
0,386,SE544
0,406,SE544
0,409,SE544
0,415,SE544
0,425,SE544
0,434,SE544
0,445,SE544
0,448,SE544
0,452,SE544
0,454,SE544
0,461,SE544
0,469,SE544
0,471,SE544
0,485,SE544
0,497,SE544
0,508,SE544
0,511,SE544
0,518,SE544
0,531,SE544
0,533,SE544
0,535,SE544
0,536,SE544
0,537,SE544
0,541,SE544
0,551,SE544
0,555,SE544
0,556,SE544
0,563,SE544
0,570,SE544
0,575,SE544
0,593,SE544
0,594,SE544
0,614,SE544
0,635,SE544
0,646,SE544
0,648,SE544
0,650,SE544
0,659,SE544
0,669,SE544
0,675,SE544
0,677,SE544
0,694,SE544
0,707,SE544
0,717,SE544
0,722,SE544
0,732,SE544
0,742,SE544
0,746,SE544
0,747,SE544
0,748,SE544
0,756,SE544
0,760,SE544
0,762,SE544
0,765,SE544
0,766,SE544
0,780,SE544
0,781,SE544
0,788,SE544
0,790,SE544
0,804,SE544
0,821,SE544
0,823,SE544
0,755,SE545
0,39,SE546
0,131,SE546
0,271,SE546
0,303,SE546
0,476,SE546
0,537,SE546
0,573,SE546
0,775,SE546
0,24,SE547
0,137,SE547
0,247,SE547
0,252,SE547
0,297,SE547
0,345,SE547
0,346,SE547
0,411,SE547
0,537,SE547
0,542,SE547
0,575,SE547
0,580,SE547
0,593,SE547
0,704,SE547
0,788,SE547
0,792,SE547
0,35,SE548
0,48,SE548
0,110,SE548
0,137,SE548
0,469,SE548
0,618,SE548
0,641,SE548
0,33,SE549
0,89,SE549
0,370,SE549
0,408,SE549
0,415,SE549
0,451,SE549
0,537,SE549
0,578,SE549
0,4,SE550
0,24,SE550
0,25,SE550
0,34,SE550
0,38,SE550
0,41,SE550
0,45,SE550
0,46,SE550
0,48,SE550
0,50,SE550
0,67,SE550
0,77,SE550
0,83,SE550
0,84,SE550
0,85,SE550
0,86,SE550
0,89,SE550
0,91,SE550
0,101,SE550
0,104,SE550
0,110,SE550
0,122,SE550
0,134,SE550
0,137,SE550
0,140,SE550
0,158,SE550
0,179,SE550
0,184,SE550
0,186,SE550
0,203,SE550
0,213,SE550
0,222,SE550
0,229,SE550
0,232,SE550
0,243,SE550
0,259,SE550
0,261,SE550
0,267,SE550
0,271,SE550
0,276,SE550
0,278,SE550
0,280,SE550
0,282,SE550
0,285,SE550
0,286,SE550
0,290,SE550
0,296,SE550
0,297,SE550
0,298,SE550
0,303,SE550
0,311,SE550
0,326,SE550
0,334,SE550
0,346,SE550
0,356,SE550
0,361,SE550
0,363,SE550
0,369,SE550
0,381,SE550
0,382,SE550
0,386,SE550
0,390,SE550
0,406,SE550
0,409,SE550
0,422,SE550
0,423,SE550
0,425,SE550
0,442,SE550
0,449,SE550
0,454,SE550
0,462,SE550
0,465,SE550
0,469,SE550
0,482,SE550
0,485,SE550
0,487,SE550
0,498,SE550
0,503,SE550
0,509,SE550
0,517,SE550
0,539,SE550
0,551,SE550
0,561,SE550
0,563,SE550
0,564,SE550
0,565,SE550
0,572,SE550
0,575,SE550
0,576,SE550
0,578,SE550
0,586,SE550
0,590,SE550
0,591,SE550
0,594,SE550
0,595,SE550
0,611,SE550
0,613,SE550
0,615,SE550
0,618,SE550
0,639,SE550
0,645,SE550
0,648,SE550
0,659,SE550
0,673,SE550
0,675,SE550
0,676,SE550
0,678,SE550
0,687,SE550
0,689,SE550
0,690,SE550
0,691,SE550
0,693,SE550
0,704,SE550
0,721,SE550
0,723,SE550
0,724,SE550
0,728,SE550
0,732,SE550
0,758,SE550
0,764,SE550
0,765,SE550
0,781,SE550
0,788,SE550
0,792,SE550
0,803,SE550
0,809,SE550
0,821,SE550
0,826,SE550
0,381,SE551
0,537,SE552
0,303,SE553
0,312,SE553
0,401,SE553
0,435,SE553
0,469,SE553
0,477,SE553
0,556,SE553
0,649,SE553
0,661,SE553
0,724,SE553
0,774,SE553
0,46,SE554
0,62,SE554
0,85,SE554
0,110,SE554
0,121,SE554
0,137,SE554
0,243,SE554
0,265,SE554
0,278,SE554
0,290,SE554
0,311,SE554
0,312,SE554
0,330,SE554
0,386,SE554
0,390,SE554
0,401,SE554
0,408,SE554
0,423,SE554
0,426,SE554
0,464,SE554
0,477,SE554
0,549,SE554
0,565,SE554
0,568,SE554
0,613,SE554
0,615,SE554
0,649,SE554
0,682,SE554
0,690,SE554
0,724,SE554
0,764,SE554
0,774,SE554
0,788,SE554
0,792,SE554
0,259,SE555
0,285,SE555
0,311,SE555
0,386,SE555
0,437,SE555
0,464,SE555
0,541,SE555
0,568,SE555
0,615,SE555
0,632,SE555
0,688,SE555
0,690,SE555
0,693,SE555
0,702,SE555
0,723,SE555
0,774,SE555
0,278,SE556
0,693,SE556
0,552,SE557
0,537,SE558
0,781,SE558
0,24,SE559
0,34,SE559
0,35,SE559
0,40,SE559
0,50,SE559
0,83,SE559
0,88,SE559
0,89,SE559
0,91,SE559
0,101,SE559
0,110,SE559
0,137,SE559
0,160,SE559
0,174,SE559
0,213,SE559
0,229,SE559
0,252,SE559
0,257,SE559
0,261,SE559
0,276,SE559
0,280,SE559
0,297,SE559
0,327,SE559
0,334,SE559
0,345,SE559
0,346,SE559
0,363,SE559
0,370,SE559
0,386,SE559
0,415,SE559
0,416,SE559
0,425,SE559
0,445,SE559
0,469,SE559
0,498,SE559
0,537,SE559
0,539,SE559
0,541,SE559
0,542,SE559
0,563,SE559
0,564,SE559
0,575,SE559
0,576,SE559
0,597,SE559
0,600,SE559
0,613,SE559
0,618,SE559
0,622,SE559
0,648,SE559
0,678,SE559
0,687,SE559
0,691,SE559
0,693,SE559
0,704,SE559
0,718,SE559
0,762,SE559
0,792,SE559
0,803,SE559
0,809,SE559
0,821,SE559
0,828,SE559
0,33,SE560
0,243,SE560
0,370,SE560
0,408,SE560
0,451,SE560
0,537,SE560
0,755,SE560
0,7,SE561
0,11,SE561
0,34,SE561
0,35,SE561
0,40,SE561
0,47,SE561
0,50,SE561
0,82,SE561
0,84,SE561
0,88,SE561
0,89,SE561
0,101,SE561
0,123,SE561
0,137,SE561
0,155,SE561
0,229,SE561
0,237,SE561
0,259,SE561
0,275,SE561
0,276,SE561
0,287,SE561
0,297,SE561
0,315,SE561
0,320,SE561
0,356,SE561
0,370,SE561
0,386,SE561
0,415,SE561
0,416,SE561
0,433,SE561
0,434,SE561
0,442,SE561
0,454,SE561
0,456,SE561
0,461,SE561
0,469,SE561
0,485,SE561
0,490,SE561
0,498,SE561
0,517,SE561
0,527,SE561
0,544,SE561
0,551,SE561
0,555,SE561
0,564,SE561
0,578,SE561
0,600,SE561
0,641,SE561
0,653,SE561
0,670,SE561
0,671,SE561
0,702,SE561
0,704,SE561
0,707,SE561
0,719,SE561
0,724,SE561
0,728,SE561
0,762,SE561
0,775,SE561
0,792,SE561
0,803,SE561
0,807,SE561
0,828,SE561
0,248,SE562
0,542,SE562
0,12,SE563
0,14,SE563
0,41,SE563
0,54,SE563
0,72,SE563
0,124,SE563
0,197,SE563
0,222,SE563
0,303,SE563
0,338,SE563
0,382,SE563
0,401,SE563
0,431,SE563
0,437,SE563
0,502,SE563
0,568,SE563
0,668,SE563
0,759,SE563
0,830,SE563
0,24,SE564
0,33,SE564
0,34,SE564
0,35,SE564
0,41,SE564
0,46,SE564
0,48,SE564
0,50,SE564
0,89,SE564
0,91,SE564
0,101,SE564
0,110,SE564
0,137,SE564
0,153,SE564
0,168,SE564
0,174,SE564
0,184,SE564
0,186,SE564
0,209,SE564
0,213,SE564
0,229,SE564
0,231,SE564
0,237,SE564
0,252,SE564
0,261,SE564
0,276,SE564
0,280,SE564
0,297,SE564
0,315,SE564
0,320,SE564
0,334,SE564
0,345,SE564
0,348,SE564
0,366,SE564
0,369,SE564
0,370,SE564
0,381,SE564
0,386,SE564
0,408,SE564
0,409,SE564
0,415,SE564
0,425,SE564
0,433,SE564
0,451,SE564
0,498,SE564
0,503,SE564
0,527,SE564
0,537,SE564
0,542,SE564
0,552,SE564
0,576,SE564
0,597,SE564
0,600,SE564
0,613,SE564
0,618,SE564
0,659,SE564
0,664,SE564
0,671,SE564
0,675,SE564
0,678,SE564
0,687,SE564
0,693,SE564
0,699,SE564
0,718,SE564
0,782,SE564
0,792,SE564
0,807,SE564
0,809,SE564
0,821,SE564
0,137,SE565
0,191,SE565
0,246,SE565
0,274,SE565
0,283,SE565
0,317,SE565
0,337,SE565
0,365,SE565
0,397,SE565
0,490,SE565
0,498,SE565
0,544,SE565
0,546,SE565
0,563,SE565
0,630,SE565
0,703,SE565
0,744,SE565
0,801,SE565
0,498,SE566
0,724,SE566
0,49,SE567
0,52,SE567
0,193,SE567
0,288,SE567
0,575,SE567
0,704,SE567
0,736,SE567
0,754,SE567
0,776,SE567
0,632,SE568
0,346,SE569
0,356,SE569
0,593,SE569
0,68,SE570
0,129,SE570
0,320,SE570
0,345,SE570
0,392,SE570
0,498,SE570
0,503,SE570
0,765,SE570
0,345,SE571
0,34,SE572
0,50,SE572
0,137,SE572
0,213,SE572
0,247,SE572
0,265,SE572
0,286,SE572
0,379,SE572
0,381,SE572
0,469,SE572
0,511,SE572
0,539,SE572
0,564,SE572
0,675,SE572
0,364,SE573
0,345,SE574
0,498,SE574
0,542,SE574
0,88,SE575
0,137,SE575
0,326,SE575
0,629,SE575
0,0,SE576
0,5,SE576
0,7,SE576
0,11,SE576
0,13,SE576
0,15,SE576
0,24,SE576
0,25,SE576
0,30,SE576
0,33,SE576
0,35,SE576
0,37,SE576
0,47,SE576
0,59,SE576
0,62,SE576
0,67,SE576
0,71,SE576
0,75,SE576
0,82,SE576
0,83,SE576
0,84,SE576
0,88,SE576
0,93,SE576
0,95,SE576
0,96,SE576
0,98,SE576
0,99,SE576
0,109,SE576
0,122,SE576
0,129,SE576
0,130,SE576
0,132,SE576
0,135,SE576
0,138,SE576
0,147,SE576
0,153,SE576
0,160,SE576
0,170,SE576
0,186,SE576
0,191,SE576
0,195,SE576
0,199,SE576
0,200,SE576
0,203,SE576
0,207,SE576
0,208,SE576
0,219,SE576
0,220,SE576
0,222,SE576
0,223,SE576
0,229,SE576
0,231,SE576
0,236,SE576
0,250,SE576
0,261,SE576
0,270,SE576
0,278,SE576
0,279,SE576
0,286,SE576
0,289,SE576
0,292,SE576
0,307,SE576
0,312,SE576
0,313,SE576
0,315,SE576
0,319,SE576
0,320,SE576
0,323,SE576
0,346,SE576
0,348,SE576
0,350,SE576
0,356,SE576
0,369,SE576
0,370,SE576
0,375,SE576
0,377,SE576
0,381,SE576
0,386,SE576
0,388,SE576
0,392,SE576
0,400,SE576
0,406,SE576
0,408,SE576
0,409,SE576
0,411,SE576
0,416,SE576
0,426,SE576
0,428,SE576
0,430,SE576
0,433,SE576
0,434,SE576
0,442,SE576
0,445,SE576
0,452,SE576
0,454,SE576
0,455,SE576
0,456,SE576
0,462,SE576
0,464,SE576
0,474,SE576
0,479,SE576
0,480,SE576
0,485,SE576
0,498,SE576
0,503,SE576
0,513,SE576
0,517,SE576
0,533,SE576
0,535,SE576
0,537,SE576
0,552,SE576
0,555,SE576
0,557,SE576
0,573,SE576
0,575,SE576
0,577,SE576
0,590,SE576
0,597,SE576
0,600,SE576
0,610,SE576
0,614,SE576
0,631,SE576
0,632,SE576
0,633,SE576
0,635,SE576
0,639,SE576
0,648,SE576
0,653,SE576
0,657,SE576
0,664,SE576
0,670,SE576
0,671,SE576
0,675,SE576
0,677,SE576
0,689,SE576
0,690,SE576
0,691,SE576
0,693,SE576
0,701,SE576
0,702,SE576
0,717,SE576
0,720,SE576
0,724,SE576
0,725,SE576
0,727,SE576
0,732,SE576
0,733,SE576
0,741,SE576
0,742,SE576
0,760,SE576
0,761,SE576
0,762,SE576
0,767,SE576
0,783,SE576
0,784,SE576
0,788,SE576
0,802,SE576
0,805,SE576
0,807,SE576
0,810,SE576
0,821,SE576
0,825,SE576
0,829,SE576
0,41,SE577
0,110,SE577
0,137,SE577
0,155,SE577
0,271,SE577
0,281,SE577
0,381,SE577
0,416,SE577
0,545,SE577
0,564,SE577
0,575,SE577
0,602,SE577
0,613,SE577
0,641,SE577
0,658,SE577
0,0,SE578
0,3,SE578
0,5,SE578
0,15,SE578
0,24,SE578
0,30,SE578
0,34,SE578
0,47,SE578
0,48,SE578
0,50,SE578
0,60,SE578
0,75,SE578
0,83,SE578
0,91,SE578
0,96,SE578
0,110,SE578
0,137,SE578
0,147,SE578
0,153,SE578
0,155,SE578
0,162,SE578
0,163,SE578
0,171,SE578
0,177,SE578
0,186,SE578
0,200,SE578
0,207,SE578
0,246,SE578
0,247,SE578
0,258,SE578
0,280,SE578
0,282,SE578
0,291,SE578
0,292,SE578
0,305,SE578
0,327,SE578
0,329,SE578
0,330,SE578
0,334,SE578
0,340,SE578
0,345,SE578
0,356,SE578
0,370,SE578
0,381,SE578
0,416,SE578
0,454,SE578
0,472,SE578
0,490,SE578
0,498,SE578
0,509,SE578
0,549,SE578
0,565,SE578
0,567,SE578
0,569,SE578
0,578,SE578
0,602,SE578
0,620,SE578
0,650,SE578
0,660,SE578
0,689,SE578
0,698,SE578
0,702,SE578
0,731,SE578
0,734,SE578
0,792,SE578
0,794,SE578
0,801,SE578
0,809,SE578
0,810,SE578
0,819,SE578
0,7,SE579
0,17,SE579
0,20,SE579
0,30,SE579
0,33,SE579
0,88,SE579
0,89,SE579
0,102,SE579
0,109,SE579
0,134,SE579
0,170,SE579
0,179,SE579
0,191,SE579
0,222,SE579
0,227,SE579
0,270,SE579
0,278,SE579
0,287,SE579
0,292,SE579
0,320,SE579
0,327,SE579
0,350,SE579
0,354,SE579
0,356,SE579
0,370,SE579
0,375,SE579
0,377,SE579
0,381,SE579
0,388,SE579
0,408,SE579
0,415,SE579
0,449,SE579
0,456,SE579
0,459,SE579
0,511,SE579
0,537,SE579
0,543,SE579
0,544,SE579
0,563,SE579
0,602,SE579
0,653,SE579
0,670,SE579
0,677,SE579
0,683,SE579
0,685,SE579
0,691,SE579
0,702,SE579
0,724,SE579
0,727,SE579
0,732,SE579
0,748,SE579
0,760,SE579
0,766,SE579
0,803,SE579
0,821,SE579
0,11,SE580
0,41,SE580
0,64,SE580
0,98,SE580
0,261,SE580
0,266,SE580
0,269,SE580
0,303,SE580
0,516,SE580
0,527,SE580
0,530,SE580
0,604,SE580
0,606,SE580
0,634,SE580
0,812,SE580
0,788,SE581
0,4,SE582
0,24,SE582
0,29,SE582
0,33,SE582
0,35,SE582
0,47,SE582
0,62,SE582
0,88,SE582
0,98,SE582
0,101,SE582
0,122,SE582
0,131,SE582
0,137,SE582
0,138,SE582
0,150,SE582
0,160,SE582
0,168,SE582
0,191,SE582
0,259,SE582
0,261,SE582
0,276,SE582
0,282,SE582
0,286,SE582
0,287,SE582
0,303,SE582
0,315,SE582
0,320,SE582
0,345,SE582
0,356,SE582
0,363,SE582
0,369,SE582
0,392,SE582
0,393,SE582
0,400,SE582
0,407,SE582
0,409,SE582
0,415,SE582
0,454,SE582
0,485,SE582
0,490,SE582
0,503,SE582
0,523,SE582
0,527,SE582
0,541,SE582
0,551,SE582
0,565,SE582
0,575,SE582
0,614,SE582
0,629,SE582
0,646,SE582
0,650,SE582
0,659,SE582
0,667,SE582
0,671,SE582
0,675,SE582
0,702,SE582
0,704,SE582
0,717,SE582
0,728,SE582
0,761,SE582
0,788,SE582
0,789,SE582
0,828,SE582
0,110,SE583
0,137,SE583
0,271,SE583
0,276,SE583
0,613,SE583
0,792,SE583
0,42,SE584
0,568,SE584
0,673,SE584
0,821,SE584
0,105,SE585
0,183,SE585
0,204,SE585
0,327,SE585
0,407,SE585
0,568,SE585
0,580,SE585
0,649,SE585
0,691,SE585
0,724,SE585
0,773,SE585
0,781,SE585
0,828,SE585
0,45,SE586
0,137,SE586
0,183,SE586
0,783,SE586
0,346,SE587
0,1,SE588
0,7,SE588
0,9,SE588
0,11,SE588
0,16,SE588
0,20,SE588
0,24,SE588
0,25,SE588
0,26,SE588
0,28,SE588
0,34,SE588
0,35,SE588
0,41,SE588
0,42,SE588
0,47,SE588
0,48,SE588
0,49,SE588
0,53,SE588
0,62,SE588
0,63,SE588
0,75,SE588
0,76,SE588
0,77,SE588
0,78,SE588
0,80,SE588
0,83,SE588
0,88,SE588
0,95,SE588
0,101,SE588
0,104,SE588
0,110,SE588
0,122,SE588
0,124,SE588
0,126,SE588
0,129,SE588
0,130,SE588
0,135,SE588
0,137,SE588
0,141,SE588
0,150,SE588
0,174,SE588
0,178,SE588
0,183,SE588
0,208,SE588
0,213,SE588
0,214,SE588
0,215,SE588
0,218,SE588
0,222,SE588
0,227,SE588
0,229,SE588
0,233,SE588
0,237,SE588
0,238,SE588
0,243,SE588
0,246,SE588
0,247,SE588
0,249,SE588
0,250,SE588
0,259,SE588
0,260,SE588
0,261,SE588
0,266,SE588
0,271,SE588
0,277,SE588
0,278,SE588
0,280,SE588
0,281,SE588
0,282,SE588
0,286,SE588
0,290,SE588
0,296,SE588
0,297,SE588
0,300,SE588
0,303,SE588
0,305,SE588
0,311,SE588
0,312,SE588
0,316,SE588
0,320,SE588
0,323,SE588
0,326,SE588
0,331,SE588
0,334,SE588
0,342,SE588
0,343,SE588
0,345,SE588
0,346,SE588
0,347,SE588
0,354,SE588
0,357,SE588
0,361,SE588
0,371,SE588
0,375,SE588
0,381,SE588
0,386,SE588
0,390,SE588
0,395,SE588
0,403,SE588
0,408,SE588
0,409,SE588
0,411,SE588
0,416,SE588
0,422,SE588
0,423,SE588
0,424,SE588
0,425,SE588
0,439,SE588
0,446,SE588
0,449,SE588
0,454,SE588
0,455,SE588
0,462,SE588
0,464,SE588
0,465,SE588
0,469,SE588
0,483,SE588
0,488,SE588
0,490,SE588
0,492,SE588
0,498,SE588
0,502,SE588
0,503,SE588
0,511,SE588
0,517,SE588
0,524,SE588
0,527,SE588
0,532,SE588
0,535,SE588
0,536,SE588
0,537,SE588
0,550,SE588
0,551,SE588
0,553,SE588
0,557,SE588
0,558,SE588
0,559,SE588
0,563,SE588
0,564,SE588
0,567,SE588
0,569,SE588
0,570,SE588
0,571,SE588
0,573,SE588
0,575,SE588
0,576,SE588
0,578,SE588
0,590,SE588
0,591,SE588
0,594,SE588
0,600,SE588
0,606,SE588
0,610,SE588
0,613,SE588
0,615,SE588
0,622,SE588
0,626,SE588
0,627,SE588
0,629,SE588
0,631,SE588
0,633,SE588
0,639,SE588
0,641,SE588
0,650,SE588
0,651,SE588
0,653,SE588
0,657,SE588
0,659,SE588
0,660,SE588
0,664,SE588
0,670,SE588
0,675,SE588
0,676,SE588
0,677,SE588
0,682,SE588
0,687,SE588
0,690,SE588
0,693,SE588
0,700,SE588
0,702,SE588
0,704,SE588
0,723,SE588
0,724,SE588
0,725,SE588
0,728,SE588
0,732,SE588
0,733,SE588
0,748,SE588
0,750,SE588
0,762,SE588
0,764,SE588
0,766,SE588
0,767,SE588
0,770,SE588
0,773,SE588
0,785,SE588
0,792,SE588
0,798,SE588
0,801,SE588
0,803,SE588
0,808,SE588
0,813,SE588
0,822,SE588
0,828,SE588
0,20,SE589
0,49,SE589
0,65,SE589
0,101,SE589
0,105,SE589
0,155,SE589
0,184,SE589
0,215,SE589
0,333,SE589
0,338,SE589
0,382,SE589
0,385,SE589
0,502,SE589
0,513,SE589
0,568,SE589
0,648,SE589
0,659,SE589
0,671,SE589
0,766,SE589
0,781,SE589
0,809,SE589
0,821,SE589
0,15,SE590
0,163,SE590
0,673,SE590
0,5,SE591
0,88,SE591
0,89,SE591
0,190,SE591
0,286,SE591
0,345,SE591
0,361,SE591
0,502,SE591
0,541,SE591
0,561,SE591
0,606,SE591
0,687,SE591
0,701,SE591
0,742,SE591
0,758,SE591
0,15,SE592
0,20,SE592
0,30,SE592
0,34,SE592
0,47,SE592
0,88,SE592
0,96,SE592
0,109,SE592
0,122,SE592
0,137,SE592
0,163,SE592
0,174,SE592
0,186,SE592
0,207,SE592
0,215,SE592
0,222,SE592
0,240,SE592
0,250,SE592
0,259,SE592
0,261,SE592
0,270,SE592
0,287,SE592
0,305,SE592
0,345,SE592
0,346,SE592
0,351,SE592
0,375,SE592
0,462,SE592
0,474,SE592
0,481,SE592
0,528,SE592
0,565,SE592
0,574,SE592
0,575,SE592
0,578,SE592
0,613,SE592
0,618,SE592
0,689,SE592
0,725,SE592
0,766,SE592
0,781,SE592
0,792,SE592
0,796,SE592
0,803,SE592
0,365,SE593
0,408,SE594
0,502,SE594
0,604,SE594
0,4,SE595
0,5,SE595
0,20,SE595
0,33,SE595
0,47,SE595
0,84,SE595
0,86,SE595
0,89,SE595
0,110,SE595
0,137,SE595
0,138,SE595
0,231,SE595
0,252,SE595
0,259,SE595
0,282,SE595
0,286,SE595
0,297,SE595
0,356,SE595
0,386,SE595
0,408,SE595
0,411,SE595
0,469,SE595
0,552,SE595
0,570,SE595
0,572,SE595
0,575,SE595
0,594,SE595
0,615,SE595
0,641,SE595
0,659,SE595
0,675,SE595
0,689,SE595
0,690,SE595
0,691,SE595
0,717,SE595
0,725,SE595
0,728,SE595
0,731,SE595
0,761,SE595
0,766,SE595
0,773,SE595
0,781,SE595
0,803,SE595
0,807,SE595
0,821,SE595
0,173,SE596
0,454,SE596
0,345,SE597
0,753,SE597
0,4,SE598
0,10,SE598
0,18,SE598
0,20,SE598
0,25,SE598
0,33,SE598
0,35,SE598
0,41,SE598
0,49,SE598
0,52,SE598
0,59,SE598
0,65,SE598
0,66,SE598
0,67,SE598
0,75,SE598
0,83,SE598
0,85,SE598
0,99,SE598
0,109,SE598
0,124,SE598
0,128,SE598
0,129,SE598
0,130,SE598
0,138,SE598
0,184,SE598
0,191,SE598
0,192,SE598
0,193,SE598
0,200,SE598
0,210,SE598
0,222,SE598
0,236,SE598
0,237,SE598
0,270,SE598
0,275,SE598
0,287,SE598
0,288,SE598
0,289,SE598
0,298,SE598
0,300,SE598
0,307,SE598
0,316,SE598
0,320,SE598
0,327,SE598
0,343,SE598
0,345,SE598
0,348,SE598
0,350,SE598
0,363,SE598
0,368,SE598
0,369,SE598
0,370,SE598
0,405,SE598
0,409,SE598
0,418,SE598
0,433,SE598
0,434,SE598
0,439,SE598
0,454,SE598
0,455,SE598
0,461,SE598
0,471,SE598
0,472,SE598
0,491,SE598
0,492,SE598
0,499,SE598
0,502,SE598
0,516,SE598
0,517,SE598
0,523,SE598
0,525,SE598
0,526,SE598
0,535,SE598
0,541,SE598
0,570,SE598
0,575,SE598
0,585,SE598
0,589,SE598
0,593,SE598
0,606,SE598
0,614,SE598
0,624,SE598
0,630,SE598
0,631,SE598
0,633,SE598
0,646,SE598
0,647,SE598
0,651,SE598
0,663,SE598
0,664,SE598
0,666,SE598
0,677,SE598
0,688,SE598
0,695,SE598
0,699,SE598
0,702,SE598
0,717,SE598
0,724,SE598
0,735,SE598
0,739,SE598
0,752,SE598
0,753,SE598
0,754,SE598
0,760,SE598
0,763,SE598
0,776,SE598
0,779,SE598
0,785,SE598
0,786,SE598
0,801,SE598
0,802,SE598
0,807,SE598
0,811,SE598
0,812,SE598
0,813,SE598
0,823,SE598
0,825,SE598
0,276,SE599
0,345,SE599
0,575,SE599
0,674,SE599
0,717,SE599
0,4,SE600
0,16,SE600
0,25,SE600
0,33,SE600
0,60,SE600
0,67,SE600
0,75,SE600
0,83,SE600
0,87,SE600
0,88,SE600
0,96,SE600
0,129,SE600
0,144,SE600
0,191,SE600
0,201,SE600
0,215,SE600
0,258,SE600
0,259,SE600
0,276,SE600
0,278,SE600
0,303,SE600
0,307,SE600
0,319,SE600
0,320,SE600
0,337,SE600
0,341,SE600
0,345,SE600
0,350,SE600
0,365,SE600
0,366,SE600
0,377,SE600
0,380,SE600
0,409,SE600
0,433,SE600
0,448,SE600
0,454,SE600
0,461,SE600
0,471,SE600
0,503,SE600
0,510,SE600
0,513,SE600
0,523,SE600
0,535,SE600
0,537,SE600
0,541,SE600
0,574,SE600
0,575,SE600
0,593,SE600
0,614,SE600
0,630,SE600
0,639,SE600
0,646,SE600
0,650,SE600
0,654,SE600
0,671,SE600
0,675,SE600
0,677,SE600
0,683,SE600
0,691,SE600
0,713,SE600
0,717,SE600
0,732,SE600
0,760,SE600
0,762,SE600
0,765,SE600
0,788,SE600
0,789,SE600
0,801,SE600
0,0,SE601
0,1,SE601
0,2,SE601
0,3,SE601
0,5,SE601
0,6,SE601
0,7,SE601
0,8,SE601
0,9,SE601
0,10,SE601
0,11,SE601
0,12,SE601
0,13,SE601
0,14,SE601
0,15,SE601
0,16,SE601
0,17,SE601
0,18,SE601
0,19,SE601
0,20,SE601
0,21,SE601
0,24,SE601
0,25,SE601
0,26,SE601
0,27,SE601
0,28,SE601
0,29,SE601
0,30,SE601
0,31,SE601
0,33,SE601
0,35,SE601
0,36,SE601
0,37,SE601
0,38,SE601
0,39,SE601
0,40,SE601
0,41,SE601
0,42,SE601
0,43,SE601
0,44,SE601
0,45,SE601
0,46,SE601
0,47,SE601
0,48,SE601
0,49,SE601
0,50,SE601
0,51,SE601
0,53,SE601
0,54,SE601
0,55,SE601
0,56,SE601
0,57,SE601
0,58,SE601
0,59,SE601
0,60,SE601
0,61,SE601
0,62,SE601
0,63,SE601
0,64,SE601
0,65,SE601
0,66,SE601
0,67,SE601
0,69,SE601
0,70,SE601
0,71,SE601
0,73,SE601
0,74,SE601
0,75,SE601
0,76,SE601
0,77,SE601
0,78,SE601
0,79,SE601
0,80,SE601
0,81,SE601
0,82,SE601
0,83,SE601
0,84,SE601
0,85,SE601
0,86,SE601
0,87,SE601
0,88,SE601
0,89,SE601
0,90,SE601
0,91,SE601
0,92,SE601
0,93,SE601
0,95,SE601
0,96,SE601
0,97,SE601
0,98,SE601
0,99,SE601
0,100,SE601
0,101,SE601
0,102,SE601
0,103,SE601
0,104,SE601
0,105,SE601
0,106,SE601
0,107,SE601
0,108,SE601
0,109,SE601
0,110,SE601
0,111,SE601
0,112,SE601
0,113,SE601
0,114,SE601
0,116,SE601
0,117,SE601
0,120,SE601
0,121,SE601
0,122,SE601
0,123,SE601
0,124,SE601
0,125,SE601
0,126,SE601
0,127,SE601
0,128,SE601
0,129,SE601
0,130,SE601
0,131,SE601
0,132,SE601
0,134,SE601
0,135,SE601
0,136,SE601
0,137,SE601
0,138,SE601
0,139,SE601
0,140,SE601
0,141,SE601
0,142,SE601
0,143,SE601
0,144,SE601
0,145,SE601
0,146,SE601
0,147,SE601
0,149,SE601
0,150,SE601
